2019-10-21 10:13:36 UTC,view,26300649,2053013563424899933,,teosa,39.38,555368473,8d8b55d2-8584-40f1-8fd3-ebb8d8a4d027
2019-10-21 10:13:36 UTC,view,12301284,2053013556311359947,construction.tools.drill,alteco,17.63,555829166,709f2e3b-9add-4edd-925b-7162aa19ebca
2019-10-21 10:13:36 UTC,view,5701247,2053013553970938175,auto.accessories.player,,72.07,538006190,d8aac70a-3c7d-4ab8-a1a2-286d1c416251
2019-10-21 10:13:36 UTC,view,10700536,2053013561277416167,,,12.87,562536511,d8c274ce-ebf7-4fde-9f5f-f7905a0a532f
2019-10-21 10:13:36 UTC,view,44500051,2144356630513320518,,omabelle,1377.13,562559569,3a846622-04a3-480d-a3b6-a3ea186d1246
2019-10-21 10:13:36 UTC,view,5000414,2053013566100866035,appliances.sewing_machine,jaguar,100.49,521822215,a18a72ed-7a7a-4f50-9e1d-8ce2055163c8
2019-10-21 10:13:36 UTC,view,11500273,2053013554625249641,,jbl,95.10,512552864,7e75d1a2-a272-4b74-96d4-80e016caa0fc
2019-10-21 10:13:36 UTC,view,2401444,2053013563743667055,appliances.kitchen.hood,gorenje,241.31,519335970,8a5d3a5d-ac82-4fc8-8c9f-1dea7e636c0c
2019-10-21 10:13:36 UTC,cart,1004739,2053013555631882655,electronics.smartphone,xiaomi,190.22,516256781,8d7e5198-f2dc-4503-ad5b-f0b33ca84009
2019-10-21 10:13:36 UTC,view,12500120,2053013556277805513,,,34.40,542909808,0da7cdec-f42b-4652-8435-28b5083947bd
2019-10-21 10:13:36 UTC,view,12717839,2053013553559896355,,pirelli,193.44,561430940,b789f672-e37f-4a70-9006-2102ef3a7f3c
2019-10-21 10:13:36 UTC,view,42300026,2095518921321874323,furniture.living_room.cabinet,,257.38,515513752,d4a9b874-a1f8-4182-8ae9-aaaf5a72d322
2019-10-21 10:13:36 UTC,view,3701574,2053013565983425517,appliances.environment.vacuum,scarlett,138.97,524089596,8ab1ec60-ba47-41c2-9d3f-bbe936463b15
2019-10-21 10:13:36 UTC,view,1004873,2053013555631882655,electronics.smartphone,samsung,370.55,525957134,79da8aec-e026-4f47-b7a4-70fab22f2ebb
2019-10-21 10:13:36 UTC,cart,4804056,2053013554658804075,electronics.audio.headphone,apple,160.39,512803922,a7e3e481-08fc-4ac5-b704-f5fdb590748f
2019-10-21 10:13:36 UTC,view,1004838,2053013555631882655,electronics.smartphone,oppo,154.42,515050400,dca08169-8a63-4b04-9a81-86e54a3c035b
2019-10-21 10:13:36 UTC,view,44500016,2144356630513320518,,omabelle,1287.03,515056218,930ac135-de0c-4d37-b1ea-7907fa6030b2
2019-10-21 10:13:37 UTC,view,5100816,2053013553375346967,,xiaomi,28.40,523964669,e24241bd-05ad-41cc-aeb2-ad488ce38bf0
2019-10-21 10:13:37 UTC,view,1307344,2053013558920217191,computers.notebook,asus,540.53,513261246,32c1495f-985a-41b7-bdbf-49635b6ad686
2019-10-21 10:13:37 UTC,view,2701731,2053013563911439225,appliances.kitchen.refrigerators,lg,959.75,562518478,f61de90d-879d-4a8c-9bcc-8971f2f8d1d7
2019-10-21 10:13:37 UTC,view,21407172,2053013561579406073,electronics.clocks,,241.96,513840758,1c080ed8-4654-4229-a584-0039d127e5be
2019-10-21 10:13:37 UTC,view,52000061,2137704922018218396,,,75.16,538585631,eda8cd2e-afd5-4748-8a92-b882811c2826
2019-10-21 10:13:37 UTC,view,3701574,2053013565983425517,appliances.environment.vacuum,scarlett,138.97,516096408,76523cfd-fca7-44ad-8a2e-755621d40fde
2019-10-21 10:13:37 UTC,view,4804056,2053013554658804075,electronics.audio.headphone,apple,160.39,514952262,35e7d269-a60f-485b-92f6-adb5b1320b84
2019-10-21 10:13:37 UTC,view,12703015,2053013553559896355,,cordiant,47.00,562559826,0393bafc-2d8b-45c8-b66e-a4f02794e415
2019-10-21 10:13:37 UTC,view,1004903,2053013555631882655,electronics.smartphone,huawei,111.70,537420922,27a63700-5d6a-45a4-bd98-5b8e85b2c06d
2019-10-21 10:13:37 UTC,cart,6000094,2053013560807654091,auto.accessories.alarm,starline,121.24,527542299,881e1507-41cb-42d1-9611-6652d0194e3e
2019-10-21 10:13:37 UTC,view,1701236,2053013553031414015,computers.peripherals.monitor,gamemax,360.11,519266477,b3477606-271a-4429-aa07-c71c83a549c6
2019-10-21 10:13:37 UTC,view,1307349,2053013558920217191,computers.notebook,acer,592.01,518853829,01af02de-135c-42aa-a636-d38625ee686c
2019-10-21 10:13:37 UTC,view,21400931,2053013561579406073,electronics.clocks,casio,51.19,553378959,e5865365-d7e8-4605-88ab-093e8587d706
2019-10-21 10:13:37 UTC,view,14400052,2053013558492398155,,canyon,31.89,535549240,dedab383-9307-4052-bae8-fefdc8a44ae2
2019-10-21 10:13:37 UTC,view,6000157,2053013560807654091,auto.accessories.alarm,starline,91.12,517290945,c5fd8898-3a5a-4849-8084-18b39e2c5505
2019-10-21 10:13:38 UTC,view,15100382,2053013557024391671,,helvetia,1188.68,512746875,d2ffe90b-4bd7-441f-b2b3-b713fb5b6f71
2019-10-21 10:13:38 UTC,view,2701888,2053013563911439225,appliances.kitchen.refrigerators,beko,473.60,529028547,53e9bd82-21f0-4a13-8a66-e8d44b2aca90
2019-10-21 10:13:38 UTC,view,13500429,2053013557099889147,furniture.bedroom.bed,astrid,33.18,513310036,58928bb4-373e-43ea-a219-dad51844271c
2019-10-21 10:13:38 UTC,view,4700412,2053013560899928785,auto.accessories.videoregister,,84.60,514947682,b1596ed8-3356-4d71-b4e4-1e256afdfa64
2019-10-21 10:13:38 UTC,purchase,3801134,2053013566176363511,appliances.iron,elenberg,16.47,540254411,6fedb895-7ee4-461c-84cb-f71908a07bbe
2019-10-21 10:13:38 UTC,view,1005062,2053013555631882655,electronics.smartphone,xiaomi,188.22,540894077,093062d5-1b26-490a-b079-3eeb9f629909
2019-10-21 10:13:38 UTC,view,1004875,2053013555631882655,electronics.smartphone,samsung,364.40,527407198,1d48bc2e-5932-4282-8170-30c548facd77
2019-10-21 10:13:38 UTC,view,41600009,2090971680783466556,,,308.86,539040862,b853e60f-f7b7-475a-b968-50609c39ca6b
2019-10-21 10:13:38 UTC,view,3800490,2053013566176363511,appliances.iron,maxwell,15.19,537886091,8b3ff415-efec-45ca-a899-7f891d15943c
2019-10-21 10:13:38 UTC,view,10800086,2053013554994348409,,clatronic,21.11,553623058,b28ecaf7-69df-4a82-b020-b68fad2db08f
2019-10-21 10:13:38 UTC,view,12720054,2053013553559896355,,kumho,80.44,531331938,7e51649e-ed56-42cd-a2ae-c812f48b91cf
2019-10-21 10:13:38 UTC,view,12719317,2053013553559896355,,kapsen,44.79,517087543,4f1cea82-6793-4eea-b649-2332975d96d6
2019-10-21 10:13:38 UTC,view,1003310,2053013555631882655,electronics.smartphone,apple,696.29,537870011,7b971e26-c844-4688-b826-80982a92ceb9
2019-10-21 10:13:38 UTC,view,14300019,2053013557603205653,electronics.audio.music_tools.piano,cortland,136.17,553048778,9393d532-ab3c-4b95-978f-77daf6b04220
